original_text,tokenized_text,avg_politeness_score,politeness_std,all_politeness_scores,binary_politeness_score,doc_len
Can I get some time to finish what I am doing without everything being deleted??,"['can', 'i', 'get', 'some', 'time', 'to', 'finish', 'what', 'i', 'am', 'doing', 'without', 'everything', 'being', 'deleted', '?', '?']",10.6,4.079215610874228,"[17, 9, 9, 13, 5]",-1,17
"News coverage would be spotty at best... you would have to go through the stats pages and do it by hand pretty much, so any of the Calgary/Edmonton Sun, Herald or Journal would suffice.  Maybe just send the AJHL an email and ask them?","['news', 'coverage', 'would', 'be', 'spotty', 'at', 'best', '...', 'you', 'would', 'have', 'to', 'go', 'through', 'the', 'stats', 'pages', 'and', 'do', 'it', 'by', 'hand', 'pretty', 'much', ',', 'so', 'any', 'of', 'the', 'calgary/edmonton', 'sun', ',', 'herald', 'or', 'journal', 'would', 'suffice', '.', 'maybe', 'just', 'send', 'the', 'ajhl', 'an', 'email', 'and', 'ask', 'them', '?']",16.0,5.019960159204453,"[13, 10, 25, 16, 16]",0,49
"Regarding our WikiProject discussion about airport naming, I am unsure about Wiki etiquette - should I edit your sandbox with links indicating the common name (i.e. airport even though it's an aerodrome) or should I list them on my own talk page?","['regarding', 'our', 'wikiproject', 'discussion', 'about', 'airport', 'naming', ',', 'i', 'am', 'unsure', 'about', 'wiki', 'etiquette', '-', 'should', 'i', 'edit', 'your', 'sandbox', 'with', 'links', 'indicating', 'the', 'common', 'name', '(', 'i.e', '.', 'airport', 'even', 'though', 'it', ""'s"", 'an', 'aerodrome', ')', 'or', 'should', 'i', 'list', 'them', 'on', 'my', 'own', 'talk', 'page', '?']",17.8,4.66476151587624,"[17, 13, 13, 21, 25]",1,48
"I should be able to get that Mayr paper, it's on Wiley. Do you need me to email it to you?","['i', 'should', 'be', 'able', 'to', 'get', 'that', 'mayr', 'paper', ',', 'it', ""'s"", 'on', 'wiley', '.', 'do', 'you', 'need', 'me', 'to', 'email', 'it', 'to', 'you', '?']",16.8,2.5612496949731396,"[17, 21, 16, 17, 13]",1,25
"CG, seems <url> is under attack as having an insufficiently global focus.  Can you add anything there about Australian variants?","['cg', ',', 'seems', '<', 'url', '>', 'is', 'under', 'attack', 'as', 'having', 'an', 'insufficiently', 'global', 'focus', '.', 'can', 'you', 'add', 'anything', 'there', 'about', 'australian', 'variants', '?']",15.4,3.2,"[13, 13, 13, 21, 17]",0,25
Homework? Who told you that checking the precondition is a bad idea?,"['homework', '?', 'who', 'told', 'you', 'that', 'checking', 'the', 'precondition', 'is', 'a', 'bad', 'idea', '?']",10.8,1.5999999999999999,"[9, 13, 9, 12, 11]",-1,14
I'm sure the error says more than that. What else does it say?,"['i', ""'m"", 'sure', 'the', 'error', 'says', 'more', 'than', 'that', '.', 'what', 'else', 'does', 'it', 'say', '?']",13.4,2.4166091947189146,"[13, 12, 17, 15, 10]",-1,16
"Try installing a JRE (e.g., `apt-get install openjdk-6-jre`), possibly the one from the 10.04 repo, _before_ trying the full upgrade. Does it work?","['try', 'installing', 'a', 'jre', '(', 'e.g.', ',', '`', 'apt-get', 'install', 'openjdk-6-jre', '`', ')', ',', 'possibly', 'the', 'one', 'from', 'the', '10.04', 'repo', ',', '_before_', 'trying', 'the', 'full', 'upgrade', '.', 'does', 'it', 'work', '?']",13.8,3.919183588453085,"[13, 9, 21, 13, 13]",0,32
Is the list sorted in any way? Can a child of ID:1 be found as the n:th element in the list?,"['is', 'the', 'list', 'sorted', 'in', 'any', 'way', '?', 'can', 'a', 'child', 'of', 'id:1', 'be', 'found', 'as', 'the', 'n', ':', 'th', 'element', 'in', 'the', 'list', '?']",14.4,2.33238075793812,"[13, 13, 13, 14, 19]",0,25
"And it ''takes'' thousands and thousands of dollars to run a campaign, so exactly what's your point? Has there actually been some evidence of wrongdoing on anyone's part?","['and', 'it', '``', 'takes', ""''"", 'thousands', 'and', 'thousands', 'of', 'dollars', 'to', 'run', 'a', 'campaign', ',', 'so', 'exactly', 'what', ""'s"", 'your', 'point', '?', 'has', 'there', 'actually', 'been', 'some', 'evidence', 'of', 'wrongdoing', 'on', 'anyone', ""'s"", 'part', '?']",9.2,4.1182520563948,"[5, 16, 11, 9, 5]",-1,35
What are you trying to say? You want a Registry Editor?,"['what', 'are', 'you', 'trying', 'to', 'say', '?', 'you', 'want', 'a', 'registry', 'editor', '?']",19.0,3.521363372331802,"[13, 17, 21, 22, 22]",1,13
"Question: Is the purpose of the name parameter to show the name of the person as listed at the linked site, or is it to write in whatever the editor thinks he name should be shown as (i.e. damn the sources)?","['question', ':', 'is', 'the', 'purpose', 'of', 'the', 'name', 'parameter', 'to', 'show', 'the', 'name', 'of', 'the', 'person', 'as', 'listed', 'at', 'the', 'linked', 'site', ',', 'or', 'is', 'it', 'to', 'write', 'in', 'whatever', 'the', 'editor', 'thinks', 'he', 'name', 'should', 'be', 'shown', 'as', '(', 'i.e', '.', 'damn', 'the', 'sources', ')', '?']",11.8,1.9390719429665317,"[14, 9, 13, 13, 10]",0,47
"I am assuming that I need libgtkembedmoz.so, but I don't know where to find it. What does that mean?","['i', 'am', 'assuming', 'that', 'i', 'need', 'libgtkembedmoz.so', ',', 'but', 'i', 'do', ""n't"", 'know', 'where', 'to', 'find', 'it', '.', 'what', 'does', 'that', 'mean', '?']",14.6,1.624807680927192,"[13, 13, 14, 17, 16]",0,23
I see that you have made an edit to another page since posting the request for IP block exemption. Does that mean the block is  no longer in force?,"['i', 'see', 'that', 'you', 'have', 'made', 'an', 'edit', 'to', 'another', 'page', 'since', 'posting', 'the', 'request', 'for', 'ip', 'block', 'exemption', '.', 'does', 'that', 'mean', 'the', 'block', 'is', 'no', 'longer', 'in', 'force', '?']",13.0,3.286335345030997,"[13, 11, 17, 8, 16]",0,31
It seems like the bot hasn't made any contributions in quite a while.  Is something wrong?,"['it', 'seems', 'like', 'the', 'bot', 'has', ""n't"", 'made', 'any', 'contributions', 'in', 'quite', 'a', 'while', '.', 'is', 'something', 'wrong', '?']",13.8,1.5999999999999999,"[13, 13, 17, 13, 13]",0,19
I think it's time we considered a perma-block on the IP in question. Comments?,"['i', 'think', 'it', ""'s"", 'time', 'we', 'considered', 'a', 'perma-block', 'on', 'the', 'ip', 'in', 'question', '.', 'comments', '?']",19.4,4.079215610874228,"[21, 21, 13, 25, 17]",1,17
what happens when you try? what specific problem do you have?,"['what', 'happens', 'when', 'you', 'try', '?', 'what', 'specific', 'problem', 'do', 'you', 'have', '?']",14.6,2.0591260281974,"[15, 12, 18, 13, 15]",0,13
what is leftborder and rightborder? positions inside the string?,"['what', 'is', 'leftborder', 'and', 'rightborder', '?', 'positions', 'inside', 'the', 'string', '?']",15.6,3.3226495451672298,"[13, 21, 13, 18, 13]",0,11
Mikael: so it's editor issue? i should change mode in kwrite or something?,"['mikael', ':', 'so', 'it', ""'s"", 'editor', 'issue', '?', 'i', 'should', 'change', 'mode', 'in', 'kwrite', 'or', 'something', '?']",15.8,4.261455150532504,"[9, 20, 17, 13, 20]",0,17
Ah... there the problem is! Have you initialised the background position in either HTML style attribute or using jQuery?,"['ah', '...', 'there', 'the', 'problem', 'is', '!', 'have', 'you', 'initialised', 'the', 'background', 'position', 'in', 'either', 'html', 'style', 'attribute', 'or', 'using', 'jquery', '?']",15.6,2.4979991993593593,"[19, 13, 13, 18, 15]",0,22
So how do you get it working again?  iisreset?,"['so', 'how', 'do', 'you', 'get', 'it', 'working', 'again', '?', 'iisreset', '?']",13.6,4.8,"[14, 5, 19, 13, 17]",0,11
"My old pre had this too! oh Palm, why must you have been so horribly marketed?","['my', 'old', 'pre', 'had', 'this', 'too', '!', 'oh', 'palm', ',', 'why', 'must', 'you', 'have', 'been', 'so', 'horribly', 'marketed', '?']",16.6,3.1368774282716245,"[13, 18, 21, 13, 18]",1,19
What about good old Boundschecker and Purify?  Are they stil the leading apps?,"['what', 'about', 'good', 'old', 'boundschecker', 'and', 'purify', '?', 'are', 'they', 'stil', 'the', 'leading', 'apps', '?']",14.4,1.7435595774162693,"[17, 13, 13, 16, 13]",0,15
What URL are you trying to access? Or is it all of them?,"['what', 'url', 'are', 'you', 'trying', 'to', 'access', '?', 'or', 'is', 'it', 'all', 'of', 'them', '?']",16.4,2.576819745345025,"[21, 13, 16, 16, 16]",1,15
"Did you mean to also remove the Breitbart reference from the ""Incidents"" section?  Have I missed a meeting?","['did', 'you', 'mean', 'to', 'also', 'remove', 'the', 'breitbart', 'reference', 'from', 'the', '``', 'incidents', ""''"", 'section', '?', 'have', 'i', 'missed', 'a', 'meeting', '?']",13.0,5.656854249492381,"[9, 5, 21, 13, 17]",0,22
"Do you need to do this more than once in your program?  And do you need more levels of indirection, such as `foo.baz.qux.name == foo.name`?","['do', 'you', 'need', 'to', 'do', 'this', 'more', 'than', 'once', 'in', 'your', 'program', '?', 'and', 'do', 'you', 'need', 'more', 'levels', 'of', 'indirection', ',', 'such', 'as', '`', 'foo.baz.qux.name', '==', 'foo.name', '`', '?']",13.4,2.244994432064365,"[17, 13, 14, 10, 13]",0,30
"Can you expand upon ""my app screws up?"".  What are you able to observe is happening?","['can', 'you', 'expand', 'upon', '``', 'my', 'app', 'screws', 'up', '?', ""''"", '.', 'what', 'are', 'you', 'able', 'to', 'observe', 'is', 'happening', '?']",14.6,4.127953488110059,"[17, 14, 7, 19, 16]",0,21
"You're right, but loosing it because of Devanampriya, of all users, would be quite a shame for Wikipedia. Don't we have to make a stand against ignorance, partisan POV-pushing and constant incivility?","['you', ""'re"", 'right', ',', 'but', 'loosing', 'it', 'because', 'of', 'devanampriya', ',', 'of', 'all', 'users', ',', 'would', 'be', 'quite', 'a', 'shame', 'for', 'wikipedia', '.', 'do', ""n't"", 'we', 'have', 'to', 'make', 'a', 'stand', 'against', 'ignorance', ',', 'partisan', 'pov-pushing', 'and', 'constant', 'incivility', '?']",11.2,5.528109984434102,"[5, 9, 8, 21, 13]",-1,40
what are the results of your efforts?  What is happening instead of what you want to happen?,"['what', 'are', 'the', 'results', 'of', 'your', 'efforts', '?', 'what', 'is', 'happening', 'instead', 'of', 'what', 'you', 'want', 'to', 'happen', '?']",14.4,1.7435595774162693,"[13, 13, 13, 17, 16]",0,19
@yacoby - I am going to write a little extension and am considering a addon for soapi that uses XHR for direct communication with the API. would this be of value to you?,"['@', 'yacoby', '-', 'i', 'am', 'going', 'to', 'write', 'a', 'little', 'extension', 'and', 'am', 'considering', 'a', 'addon', 'for', 'soapi', 'that', 'uses', 'xhr', 'for', 'direct', 'communication', 'with', 'the', 'api', '.', 'would', 'this', 'be', 'of', 'value', 'to', 'you', '?']",14.0,4.47213595499958,"[9, 10, 21, 17, 13]",0,36
"I'm highly in favor of ""exposing Wikipedia's users"" to these excellent pictures; that should go for ''all'' of Wikipedia's users, not just the ones who use this English edition.  What do you think: could we add a note to <url> encouraging people to put their FPCs on the Commons?","['i', ""'m"", 'highly', 'in', 'favor', 'of', '``', 'exposing', 'wikipedia', ""'s"", 'users', ""''"", 'to', 'these', 'excellent', 'pictures', ';', 'that', 'should', 'go', 'for', '``', 'all', ""''"", 'of', 'wikipedia', ""'s"", 'users', ',', 'not', 'just', 'the', 'ones', 'who', 'use', 'this', 'english', 'edition', '.', 'what', 'do', 'you', 'think', ':', 'could', 'we', 'add', 'a', 'note', 'to', '<', 'url', '>', 'encouraging', 'people', 'to', 'put', 'their', 'fpcs', 'on', 'the', 'commons', '?']",15.0,1.6733200530681511,"[13, 16, 16, 17, 13]",0,63
corel draw will export dxf. Do you have the program?,"['corel', 'draw', 'will', 'export', 'dxf', '.', 'do', 'you', 'have', 'the', 'program', '?']",14.4,1.9595917942265424,"[13, 18, 13, 15, 13]",0,12
"I think this area of discussion is important.  Especially if we flip it around and ask ""what should I as a photographer be [not] doing to make my clients happy"", or ""what should my clients be looking for in me""?","['i', 'think', 'this', 'area', 'of', 'discussion', 'is', 'important', '.', 'especially', 'if', 'we', 'flip', 'it', 'around', 'and', 'ask', '``', 'what', 'should', 'i', 'as', 'a', 'photographer', 'be', '[', 'not', ']', 'doing', 'to', 'make', 'my', 'clients', 'happy', ""''"", ',', 'or', '``', 'what', 'should', 'my', 'clients', 'be', 'looking', 'for', 'in', 'me', ""''"", '?']",17.2,3.8157568056677826,"[17, 21, 13, 13, 22]",0,49
Do you have a specific geodatabase in mind or are you looking for general material. Same for Python: Are you looking for ESRI specific material or more general?,"['do', 'you', 'have', 'a', 'specific', 'geodatabase', 'in', 'mind', 'or', 'are', 'you', 'looking', 'for', 'general', 'material', '.', 'same', 'for', 'python', ':', 'are', 'you', 'looking', 'for', 'esri', 'specific', 'material', 'or', 'more', 'general', '?']",8.6,3.2,"[13, 9, 9, 3, 9]",-1,31
"Sorry, this is just horrible advice (see @GrandmasterB’s comment). Why has it got so may upvotes?","['sorry', ',', 'this', 'is', 'just', 'horrible', 'advice', '(', 'see', '@', 'grandmasterb', '’', 's', 'comment', ')', '.', 'why', 'has', 'it', 'got', 'so', 'may', 'upvotes', '?']",14.2,2.4,"[13, 13, 19, 13, 13]",0,24
"BTW, are you having a problem with the orange strip that tells you that you have a message? Mine keeps on coming back when there is no message?","['btw', ',', 'are', 'you', 'having', 'a', 'problem', 'with', 'the', 'orange', 'strip', 'that', 'tells', 'you', 'that', 'you', 'have', 'a', 'message', '?', 'mine', 'keeps', 'on', 'coming', 'back', 'when', 'there', 'is', 'no', 'message', '?']",14.0,3.03315017762062,"[16, 14, 9, 18, 13]",0,31
"Your ""resolution"" was to move it back to ""Detective Terry Crowley"" again? Why do you keep doing that?","['your', '``', 'resolution', ""''"", 'was', 'to', 'move', 'it', 'back', 'to', '``', 'detective', 'terry', 'crowley', ""''"", 'again', '?', 'why', 'do', 'you', 'keep', 'doing', 'that', '?']",8.6,4.454211490264017,"[17, 7, 5, 9, 5]",-1,24
"May I ask why you removed <url> from the article on <url>?  Since CAP is the USAF's official auxiliary, wouldn't it make sense for the CAP article to be in the USAF category?","['may', 'i', 'ask', 'why', 'you', 'removed', '<', 'url', '>', 'from', 'the', 'article', 'on', '<', 'url', '>', '?', 'since', 'cap', 'is', 'the', 'usaf', ""'s"", 'official', 'auxiliary', ',', 'would', ""n't"", 'it', 'make', 'sense', 'for', 'the', 'cap', 'article', 'to', 'be', 'in', 'the', 'usaf', 'category', '?']",12.4,3.0724582991474434,"[14, 9, 9, 13, 17]",-1,42
"the amount of time you might end up spending trying to figure out a noisy power supply might offset the cost of picking up an adjustable power supply, or even a decent single voltage Meanwell (or similar) 5VDC power supply.  That said, maybe an LM6805 or LP2954 will do the trick?","['the', 'amount', 'of', 'time', 'you', 'might', 'end', 'up', 'spending', 'trying', 'to', 'figure', 'out', 'a', 'noisy', 'power', 'supply', 'might', 'offset', 'the', 'cost', 'of', 'picking', 'up', 'an', 'adjustable', 'power', 'supply', ',', 'or', 'even', 'a', 'decent', 'single', 'voltage', 'meanwell', '(', 'or', 'similar', ')', '5vdc', 'power', 'supply', '.', 'that', 'said', ',', 'maybe', 'an', 'lm6805', 'or', 'lp2954', 'will', 'do', 'the', 'trick', '?']",13.4,1.9595917942265424,"[13, 13, 13, 11, 17]",0,57
http://en.wikipedia.org/wiki/Comparison_of_revision_control_software is a great comparison table for exactly this.  Discussion question... community wiki ?,"['http', ':', '//en.wikipedia.org/wiki/comparison_of_revision_control_software', 'is', 'a', 'great', 'comparison', 'table', 'for', 'exactly', 'this', '.', 'discussion', 'question', '...', 'community', 'wiki', '?']",18.2,3.1874754901018454,"[17, 13, 18, 21, 22]",1,18
It seems to me that the constraints may be arbitrary and affect an arbitrary number of other options in an arbitrary number of groups. So it's the arbitrary constraints that give you difficulty here?,"['it', 'seems', 'to', 'me', 'that', 'the', 'constraints', 'may', 'be', 'arbitrary', 'and', 'affect', 'an', 'arbitrary', 'number', 'of', 'other', 'options', 'in', 'an', 'arbitrary', 'number', 'of', 'groups', '.', 'so', 'it', ""'s"", 'the', 'arbitrary', 'constraints', 'that', 'give', 'you', 'difficulty', 'here', '?']",15.8,3.4871191548325386,"[17, 21, 13, 17, 11]",0,37
"Wow. That video... I'm drooling. Can I have this for C++, please?","['wow', '.', 'that', 'video', '...', 'i', ""'m"", 'drooling', '.', 'can', 'i', 'have', 'this', 'for', 'c++', ',', 'please', '?']",14.6,4.223742416388575,"[9, 13, 15, 14, 22]",0,18
question is unclear. perhaps including an example will help?,"['question', 'is', 'unclear', '.', 'perhaps', 'including', 'an', 'example', 'will', 'help', '?']",18.0,2.6832815729997477,"[15, 21, 18, 15, 21]",1,11
"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?","['i', 'noticed', 'your', '``', 'original', 'research', ""''"", 'notation', 'for', 'the', 'section', 'on', 'weights', 'and', 'measures', 'in', 'the', 'article', 'in', 'liberia', '.', 'could', 'you', 'explain', 'in', 'more', 'detail', 'your', 'concern', 'and', 'how', 'it', 'might', 'be', 'remedied', '?']",16.2,2.7856776554368237,"[14, 21, 13, 16, 17]",1,36
